product_id,name,Price,image_path,text_description
cb2-1088,Sydney Rectangular Ebonized Oak Dining Table with Black Steel Legs 95.5'',"$1,599.00",https://cb2.scene7.com/is/image/CB2/SydneyTableEbnzdNBlkLgSHF23/$web_plp_card$/240215085221/sydney-rectangular-ebonized-oak-dining-table-with-black-legs-95.5.jpg,https://www.cb2.com/sydney-rectangular-ebonized-oak-dining-table-with-black-steel-legs-95.5/s476207
cb2-1089,Sydney Rectangular Carrara Marble Dining Table with Walnut Legs 72'',"$2,799.00",https://cb2.scene7.com/is/image/CB2/SydneyTableCrrrNWalnutSmSHF23/$web_plp_card$/240215085223/sydney-rectangular-carrara-marble-dining-table-with-walnut-legs-72.jpg,https://www.cb2.com/sydney-rectangular-carrara-marble-dining-table-with-walnut-legs-72/s475641
cb2-1090,Sydney Rectangular Carrara Marble Dining Table with Walnut Legs 95.5'',"$3,399.00",https://cb2.scene7.com/is/image/CB2/SydneyTableCrrrNWalnutLgSHF23/$web_plp_card$/240215085223/sydney-rectangular-carrara-marble-dining-table-with-walnut-legs-95.5.jpg,https://www.cb2.com/sydney-rectangular-carrara-marble-dining-table-with-walnut-legs-95.5/s475780
cb2-1091,Sydney Rectangular Travertine Dining Table with White Oak Legs 72'',"$2,799.00",https://cb2.scene7.com/is/image/CB2/SydneyTableTrvrtnNWtOkSmSHF23/$web_plp_card$/240215085230/sydney-rectangular-travetine-dining-table-with-white-oak-legs-72.jpg,https://www.cb2.com/sydney-rectangular-travertine-dining-table-with-white-oak-legs-72/s475835
cb2-1092,Sydney Rectangular Travertine Dining Table with White Oak Legs 95.5'',"$3,599.00",https://cb2.scene7.com/is/image/CB2/SydneyTableTrvrtnNWtOkLgSHF23/$web_plp_card$/240215085230/sydney-rectangular-travetine-dining-table-with-white-oak-legs-95.5.jpg,https://www.cb2.com/sydney-rectangular-travertine-dining-table-with-white-oak-legs-95.5/s475875
cb2-1093,Sydney Rectangular Walnut Dining Table 72'',"$1,999.00",https://cb2.scene7.com/is/image/CB2/SydneyTableWalnutNWlntSmSHF23/$web_plp_card$/240215085226/sydney-rectangular-walnut-dining-table-72.jpg,https://www.cb2.com/sydney-rectangular-walnut-dining-table-72/s475679
cb2-1094,Sydney Rectangular Walnut Dining Table 95.5'',"$2,299.00",https://cb2.scene7.com/is/image/CB2/SydneyTableWalnutNWlntLgSHF23/$web_plp_card$/240215085226/sydney-rectangular-walnut-dining-table-95.5.jpg,https://www.cb2.com/sydney-rectangular-walnut-dining-table-95.5/s475685
cb2-1095,Sydney Rectangular Black Marble Dining Table with Walnut Legs 72'',"$2,699.00",https://cb2.scene7.com/is/image/CB2/SydneyTableMrqnNWalnutSmSHF23/$web_plp_card$/240215085223/sydney-rectangular-black-marble-dining-table-with-walnut-legs-72.jpg,https://www.cb2.com/sydney-rectangular-black-marble-dining-table-with-walnut-legs-72/s476305
cb2-1096,Sydney Rectangular Black Marble Dining Table with Walnut Legs 95.5'',"$3,399.00",https://cb2.scene7.com/is/image/CB2/SydneyTableMrqnNWalnutLgSHF23/$web_plp_card$/240215085223/sydney-rectangular-black-marble-dining-table-with-walnut-legs-95.5.jpg,https://www.cb2.com/sydney-rectangular-black-marble-dining-table-with-walnut-legs-95.5/s476314
cb2-1097,Sydney Rectangular Black Marble Dining Table with White Oak Legs 72'',"$2,699.00",https://cb2.scene7.com/is/image/CB2/SydneyTableMrqnNWhtOakSmSHF23/$web_plp_card$/240215085227/sydney-rectangular-black-marble-dining-table-with-white-oak-legs-72.jpg,https://www.cb2.com/sydney-rectangular-black-marble-dining-table-with-white-oak-legs-72/s476003
cb2-1098,Sydney Rectangular Black Marble Dining Table with White Oak Legs 95.5'',"$3,399.00",https://cb2.scene7.com/is/image/CB2/SydneyTableMrqnNWhtOakLgSHF23/$web_plp_card$/240215085227/sydney-rectangular-black-marble-dining-table-with-white-oak-legs-95.5.jpg,https://www.cb2.com/sydney-rectangular-black-marble-dining-table-with-white-oak-legs-95.5/s476086
cb2-1099,"Boscoe 60"" Round White Concrete Indoor/Outdoor Dining Table","$1,499.00",https://cb2.scene7.com/is/image/CB2/BoscoeODDiningTableSHS24/$web_plp_card$/240215085309/boscoe-round-white-concrete-outdoor-dining-table.jpg,https://www.cb2.com/boscoe-60-round-white-concrete-indoor-outdoor-dining-table/s688575
